observed_at,available_count,preparing_count,total_rooms,available_rooms
2026-09-11T10:16:48+09:00,2,3,50,301|316
2026-09-11T10:45:03+09:00,1,1,50,511
2026-09-11T11:18:50+09:00,0,1,50,
2026-09-11T11:45:05+09:00,0,1,50,
2026-09-11T12:18:16+09:00,0,4,50,
2026-09-11T12:45:18+09:00,3,4,50,413|513|515
2026-09-11T13:19:53+09:00,1,4,50,203
2026-09-11T13:45:27+09:00,2,2,50,318|502
2026-09-11T14:17:29+09:00,1,3,50,416
2026-09-11T14:44:39+09:00,2,2,50,505|611
2026-09-11T15:23:21+09:00,2,4,50,213|615
2026-09-11T15:49:25+09:00,2,3,50,212|415
2026-09-11T16:19:00+09:00,3,4,50,205|312|315
2026-09-11T16:45:52+09:00,3,3,50,215|412|515
2026-09-11T17:19:50+09:00,5,2,50,211|318|417|611|613
2026-09-11T17:46:48+09:00,3,3,50,317|511|611
2026-09-11T18:18:55+09:00,4,4,50,205|212|413|612
2026-09-11T18:32:24+09:00,7,2,50,205|212|301|413|502|505|612
2026-09-11T18:45:38+09:00,3,1,50,316|413|612
2026-09-11T18:56:39+09:00,4,2,50,316|418|501|612
2026-09-11T19:19:19+09:00,3,4,50,202|501|615
2026-09-11T19:32:59+09:00,5,4,50,202|305|415|501|615
2026-09-11T19:45:55+09:00,5,4,50,201|305|415|501|615
2026-09-11T19:56:21+09:00,7,4,50,201|211|213|305|401|501|615
2026-09-11T20:18:25+09:00,6,4,50,201|213|401|501|515|615
2026-09-11T20:31:05+09:00,8,5,50,201|203|213|317|401|501|515|516
2026-09-11T20:43:38+09:00,8,3,50,201|213|303|311|405|501|515|516
2026-09-11T20:55:29+09:00,6,3,50,201|213|303|315|501|503
2026-09-11T21:24:15+09:00,4,3,50,215|417|501|517
2026-09-11T21:49:38+09:00,4,2,50,218|302|418|611
2026-09-11T21:59:24+09:00,2,0,50,212|611
2026-09-11T22:19:16+09:00,2,4,50,312|316
2026-09-11T22:33:01+09:00,2,1,50,313|401
2026-09-11T22:46:04+09:00,3,3,50,201|401|502
2026-09-11T22:57:01+09:00,1,5,50,502
2026-09-11T23:19:23+09:00,0,6,50,
2026-09-11T23:33:15+09:00,4,2,50,205|415|503|513
2026-09-11T23:46:44+09:00,4,2,50,203|218|405|503
2026-09-11T23:57:39+09:00,2,1,50,101|503
2026-09-12T00:17:44+09:00,1,0,50,503
2026-09-12T00:31:15+09:00,0,0,50,
2026-09-12T00:44:39+09:00,2,0,50,303|615
2026-09-12T00:56:05+09:00,4,0,50,303|318|517|615
2026-09-12T01:19:02+09:00,2,0,50,317|513
2026-09-12T01:32:32+09:00,3,0,50,318|412|513
2026-09-12T01:45:13+09:00,3,0,50,318|416|517
2026-09-12T01:55:17+09:00,3,0,50,318|416|517
2026-09-12T02:16:09+09:00,3,0,50,313|402|416
2026-09-12T03:20:18+09:00,3,0,50,211|317|412
2026-09-12T04:15:15+09:00,2,0,50,412|515
2026-09-12T05:17:31+09:00,3,0,50,402|412|515
2026-09-12T06:15:51+09:00,3,0,50,402|412|517
2026-09-12T07:16:54+09:00,3,0,50,413|418|517
2026-09-12T08:15:01+09:00,3,0,50,413|418|503
2026-09-12T09:23:30+09:00,4,7,50,301|412|503|612
2026-09-12T10:15:28+09:00,5,6,50,202|215|301|412|615
2026-09-12T10:43:28+09:00,4,5,50,202|311|505|611
2026-09-12T11:18:20+09:00,3,3,50,202|518|613
2026-09-12T11:44:18+09:00,1,1,50,303
2026-09-12T12:17:36+09:00,3,4,50,215|502|612
2026-09-12T12:43:58+09:00,5,3,50,317|402|502|515|612
2026-09-12T13:17:37+09:00,2,4,50,211|403
2026-09-12T13:44:25+09:00,3,1,50,403|517|611
2026-09-12T14:16:36+09:00,2,3,50,413|611
2026-09-12T14:42:52+09:00,1,3,50,516
2026-09-12T15:22:17+09:00,4,4,50,215|403|418|503
2026-09-12T15:47:05+09:00,2,2,50,403|505
2026-09-12T16:16:02+09:00,4,4,50,212|301|402|513
2026-09-12T16:42:03+09:00,4,2,50,402|502|516|518
2026-09-12T17:18:15+09:00,3,5,50,401|411|517
2026-09-12T17:44:02+09:00,3,1,50,201|401|416
2026-09-12T18:17:24+09:00,4,3,50,201|305|405|417
2026-09-12T18:29:34+09:00,4,1,50,201|211|405|501
2026-09-12T18:42:45+09:00,4,2,50,201|211|405|612
2026-09-12T18:55:45+09:00,5,4,50,201|405|412|515|612
2026-09-12T19:17:25+09:00,6,2,50,212|403|413|502|516|615
2026-09-12T19:29:07+09:00,6,4,50,202|212|317|403|502|615
2026-09-12T19:42:32+09:00,4,5,50,202|403|505|615
2026-09-12T19:55:04+09:00,4,4,50,215|403|505|615
2026-09-12T20:16:17+09:00,5,0,50,203|403|502|512|611
2026-09-12T20:28:10+09:00,4,3,50,318|403|405|611
2026-09-12T20:41:57+09:00,5,1,50,318|405|503|517|612
2026-09-12T20:55:16+09:00,4,1,50,316|405|503|612
2026-09-12T21:21:42+09:00,5,0,50,303|311|405|416|503
2026-09-12T21:36:27+09:00,4,0,50,303|311|417|503
2026-09-12T21:49:05+09:00,3,2,50,212|303|311
2026-09-12T21:57:49+09:00,3,1,50,211|403|501
2026-09-12T22:16:42+09:00,1,1,50,515
2026-09-12T22:28:12+09:00,0,0,50,
2026-09-12T22:42:02+09:00,0,4,50,
2026-09-12T22:55:27+09:00,3,3,50,218|317|418
2026-09-12T23:16:37+09:00,3,4,50,213|317|405
2026-09-12T23:30:07+09:00,3,5,50,213|303|415
2026-09-12T23:43:24+09:00,4,4,50,213|303|401|416
2026-09-12T23:55:06+09:00,3,0,50,213|303|416
2026-09-13T00:16:17+09:00,0,0,50,
2026-09-13T00:28:10+09:00,2,0,50,211|315
2026-09-13T00:42:44+09:00,2,0,50,211|403
2026-09-13T00:54:42+09:00,3,0,50,316|402|612
2026-09-13T01:17:29+09:00,2,0,50,316|402
2026-09-13T01:29:24+09:00,1,0,50,316
